N-gram turi;N-gram;Chastota
Trigram;bir gürültü oldu;1
Trigram;gürültü oldu kedi;1
Trigram;oldu kedi gibi;1
Trigram;kedi gibi kulak;1
Trigram;gibi kulak kabartarak;1
Trigram;kulak kabartarak durdum;1
Trigram;kabartarak durdum mektep;1
Trigram;durdum mektep levhalarına;1
Trigram;mektep levhalarına ve;1
Trigram;levhalarına ve haritalarına;1
Trigram;ve haritalarına mahsus;1
Trigram;haritalarına mahsus olan;1
Trigram;mahsus olan bu;1
Trigram;olan bu odanın;1
Trigram;bu odanın biraz;1
Trigram;odanın biraz evvel;1
Trigram;biraz evvel kapısı;1
Trigram;evvel kapısı açılmıştı;1
Trigram;kapısı açılmıştı sonra;1
Trigram;açılmıştı sonra levhalardan;1
Trigram;sonra levhalardan birinin;1
Trigram;levhalardan birinin yere;1
Trigram;birinin yere düşmesine;1
Trigram;yere düşmesine benzer;1
Trigram;düşmesine benzer bir;1
Trigram;benzer bir ses;1
Trigram;bir ses işitmiştim;1
Trigram;ses işitmiştim şimdi;1
Trigram;işitmiştim şimdi de;1
Trigram;şimdi de aradaki;1
Trigram;de aradaki camlı;1
Trigram;aradaki camlı kapının;1
Trigram;camlı kapının arkasında;1
Trigram;kapının arkasında fare;1
Trigram;arkasında fare tıkırtısından;1
Trigram;fare tıkırtısından farklı;1
Trigram;tıkırtısından farklı olmıyan;1
Trigram;farklı olmıyan bir;1
Trigram;olmıyan bir gürültü;1
Trigram;bir gürültü ve;1
Trigram;gürültü ve hareket;1
Trigram;ve hareket hissediyordum;1
Trigram;hareket hissediyordum kuzenime;1
Trigram;hissediyordum kuzenime belli;1
Trigram;kuzenime belli etmeden;1
Trigram;belli etmeden bu;1
Trigram;etmeden bu kapıya;1
Trigram;bu kapıya şöyle;1
Trigram;kapıya şöyle bir;1
Trigram;şöyle bir bakınca;1
Trigram;bir bakınca ne;1
Trigram;bakınca ne göreyim;1
Trigram;ne göreyim buzlu;1
Trigram;göreyim buzlu camın;1
Trigram;buzlu camın arkasında;1
Trigram;camın arkasında kocaman;1
Trigram;arkasında kocaman bir;1
Trigram;kocaman bir baş;1
Trigram;bir baş gölgesi;1
Trigram;baş gölgesi derhal;1
Trigram;gölgesi derhal işi;1
Trigram;derhal işi çakmıştım;1
Trigram;işi çakmıştım mişeldi;1
Trigram;çakmıştım mişeldi bir;1
Trigram;mişeldi bir haritaya;1
Trigram;bir haritaya ihtiyaç;1
Trigram;haritaya ihtiyaç olduğunu;1
Trigram;ihtiyaç olduğunu söyliyerek;1
Trigram;olduğunu söyliyerek aptal;1
Trigram;söyliyerek aptal sörü;1
Trigram;aptal sörü kandırmış;1
Trigram;sörü kandırmış parluvarın;1
Trigram;kandırmış parluvarın yanındaki;1
Trigram;parluvarın yanındaki odadan;1
Trigram;yanındaki odadan bizi;1
Trigram;odadan bizi gözetlemeğe;1
Trigram;bizi gözetlemeğe gelmiştir;1
Trigram;gözetlemeğe gelmiştir gölge;1
Trigram;gelmiştir gölge kaybolmuştu;1
Trigram;gölge kaybolmuştu fakat;1
Trigram;kaybolmuştu fakat camın;1
Trigram;fakat camın altındaki;1
Trigram;camın altındaki anahtar;1
Trigram;altındaki anahtar deliğinden;1
Trigram;anahtar deliğinden bu;1
Trigram;deliğinden bu kızın;1
Trigram;bu kızın bizi;1
Trigram;kızın bizi gözetlediğine;1
Trigram;bizi gözetlediğine hiç;1
Trigram;gözetlediğine hiç şüphem;1
Trigram;hiç şüphem yoktu;1
Trigram;şüphem yoktu ne;1
Trigram;yoktu ne yapacaktım;1
Trigram;ne yapacaktım biribirine;1
Trigram;yapacaktım biribirine kur;1
Trigram;biribirine kur yapan;1
Trigram;kur yapan iki;1
Trigram;yapan iki insan;1
Trigram;iki insan sifatiyle;1
Trigram;insan sifatiyle o;1
Trigram;sifatiyle o bizden;1
Trigram;o bizden mutlaka;1
Trigram;bizden mutlaka fevkalâde;1
Trigram;mutlaka fevkalâde bir;1
Trigram;fevkalâde bir şeyler;1
Trigram;bir şeyler bekliyordu;1
Trigram;şeyler bekliyordu benim;1
Trigram;bekliyordu benim kuzenime;1
Trigram;benim kuzenime haydi;1
Trigram;kuzenime haydi allah;1
Trigram;haydi allah yolunu;1
Trigram;allah yolunu açık;1
Trigram;yolunu açık etsin;1
Trigram;açık etsin evdekilere;1
Trigram;etsin evdekilere selâm;1
Trigram;evdekilere selâm diye;1
Trigram;selâm diye aptal;1
Trigram;diye aptal aptal;1
Trigram;aptal aptal kapıdan;1
Trigram;aptal kapıdan çıktığımı;1
Trigram;kapıdan çıktığımı görünce;1
Trigram;çıktığımı görünce her;1
Trigram;görünce her şeyi;1
Trigram;her şeyi anlıyacak;1
Trigram;şeyi anlıyacak koridorda;1
Trigram;anlıyacak koridorda başımı;1
Trigram;koridorda başımı kollarının;1
Trigram;başımı kollarının arasında;1
Trigram;kollarının arasında sıkıştırıp;1
Trigram;arasında sıkıştırıp saçlarımı;1
Trigram;sıkıştırıp saçlarımı karıştırarak;1
Trigram;saçlarımı karıştırarak bana;1
Trigram;karıştırarak bana masal;1
Trigram;bana masal okudun;1
Trigram;masal okudun ha;1
Trigram;okudun ha diye;1
Trigram;ha diye gülecekti;1
Trigram;diye gülecekti bu;1
Trigram;gülecekti bu korku;1
Trigram;bu korku bana;1
Trigram;korku bana o;1
Trigram;bana o saniyede;1
Trigram;o saniyede bir;1
Trigram;saniyede bir hınzırlık;1
Trigram;bir hınzırlık düşündürdü;1
Trigram;hınzırlık düşündürdü doğru;1
Trigram;düşündürdü doğru bir;1
Trigram;doğru bir şey;1
Trigram;şey değil amma;1
Trigram;değil amma mademki;1
Trigram;amma mademki bir;1
Trigram;mademki bir rol;1
Trigram;bir rol oynamağa;1
Trigram;rol oynamağa başlamıştık;1
Trigram;oynamağa başlamıştık sonuna;1
Trigram;başlamıştık sonuna kadar;1
Trigram;sonuna kadar devam;1
Trigram;kadar devam edecektik;1
Trigram;devam edecektik mişel;1
Trigram;edecektik mişel mektep;1
Trigram;mişel mektep arkadaşlarımın;1
Trigram;mektep arkadaşlarımın çoğu;1
Trigram;arkadaşlarımın çoğu gibi;1
Trigram;çoğu gibi türkçe;1
Trigram;gibi türkçe bilmezdi;1
Trigram;türkçe bilmezdi şu;1
Trigram;bilmezdi şu halde;1
Trigram;şu halde söyliyeceğimiz;1
Trigram;halde söyliyeceğimiz lâfızların;1
Trigram;söyliyeceğimiz lâfızların ehemmiyeti;1
Trigram;lâfızların ehemmiyeti yoktu;1
Trigram;ehemmiyeti yoktu elverir;1
Trigram;yoktu elverir ki;1
Trigram;elverir ki ses;1
Trigram;ki ses ve;1
Trigram;ses ve jestler;1
Trigram;ve jestler sevişen;1
Trigram;jestler sevişen iki;1
Trigram;sevişen iki insanın;1
Trigram;iki insanın jestlerine;1
Trigram;insanın jestlerine benzesin;1
Trigram;jestlerine benzesin kâmrana;1
Trigram;benzesin kâmrana az;1
Trigram;kâmrana az kaldı;1
Trigram;az kaldı unutuyordum;1
Trigram;kaldı unutuyordum dedim;1
Trigram;unutuyordum dedim sütninenin;1
Trigram;dedim sütninenin torunu;1
Trigram;sütninenin torunu köşkte;1
Trigram;torunu köşkte mi;1
Trigram;köşkte mi sütninenin;1
Trigram;mi sütninenin torunu;1
Trigram;sütninenin torunu senelerden;1
Trigram;torunu senelerden beri;1
Trigram;senelerden beri köşkte;1
Trigram;beri köşkte büyüyen;1
Trigram;köşkte büyüyen bir;1
Trigram;büyüyen bir öksüzdü;1
Trigram;bir öksüzdü kâmran;1
Trigram;öksüzdü kâmran sualime;1
Trigram;kâmran sualime şaşırır;1
Trigram;sualime şaşırır gibi;1
Trigram;şaşırır gibi oldu;1
Trigram;gibi oldu elbette;1
Trigram;oldu elbette köşkte;1
Trigram;elbette köşkte dedi;1
Trigram;köşkte dedi nereye;1
Trigram;dedi nereye gitmesini;1
Trigram;nereye gitmesini istersin;1
Trigram;gitmesini istersin tabiî;1
Trigram;istersin tabiî biliyorum;1
Trigram;tabiî biliyorum yalnız;1
Trigram;biliyorum yalnız ne;1
Trigram;yalnız ne bileyim;1
Trigram;ne bileyim işte;1
Trigram;bileyim işte ben;1
Trigram;işte ben bu;1
Trigram;o kadar seviyorum;1
Trigram;kadar seviyorum ki;1
Trigram;seviyorum ki kuzenim;1
Trigram;ki kuzenim gülümsedi;1
Trigram;kuzenim gülümsedi bu;1
Trigram;gülümsedi bu da;1
Trigram;bu da nereden;1
Trigram;da nereden çıktı;1
Trigram;nereden çıktı dedi;1
Trigram;çıktı dedi yüzüne;1
Trigram;dedi yüzüne bile;1
Trigram;yüzüne bile baktığın;1
Trigram;bile baktığın yoktu;1
Trigram;baktığın yoktu biçarenin;1
Trigram;yoktu biçarenin garip;1
Trigram;biçarenin garip bir;1
Trigram;garip bir hareketle;1
Trigram;bir hareketle yüzüne;1
Trigram;hareketle yüzüne bakmamak;1
Trigram;yüzüne bakmamak ne;1
Trigram;bakmamak ne ispat;1
Trigram;ne ispat eder;1
Trigram;ispat eder rica;1
Trigram;eder rica ederim;1
Trigram;rica ederim dedim;1
Trigram;ederim dedim sevmediğimi;1
Trigram;dedim sevmediğimi mi;1
Trigram;sevmediğimi mi ne;1
Trigram;mi ne delilik;1
Trigram;ne delilik bilâkis;1
Trigram;delilik bilâkis ben;1
Trigram;bilâkis ben bu;1
Trigram;kadar çok seviyorum;1
Trigram;çok seviyorum ki;1
Trigram;seviyorum ki bu;1
Trigram;ki bu seviyorum;1
Trigram;bu seviyorum kelimesini;1
Trigram;seviyorum kelimesini la;1
Trigram;kelimesini la dam;1
Trigram;la dam o;1
Trigram;dam o kamelya;1
Trigram;o kamelya rolü;1
Trigram;kamelya rolü oynıyan;1
Trigram;rolü oynıyan bir;1
Trigram;oynıyan bir aktris;1
Trigram;bir aktris jestiyle;1
Trigram;aktris jestiyle boynumu;1
Trigram;jestiyle boynumu bükerek;1
Trigram;boynumu bükerek ellerimi;1
Trigram;bükerek ellerimi göğsümün;1
Trigram;ellerimi göğsümün üstünde;1
Trigram;göğsümün üstünde kavuşturarak;1
Trigram;üstünde kavuşturarak tekrar;1
Trigram;kavuşturarak tekrar ediyor;1
Trigram;tekrar ediyor yan;1
Trigram;ediyor yan gözle;1
Trigram;yan gözle de;1
Trigram;gözle de kapıya;1
Trigram;de kapıya bakıyordum;1
Trigram;kapıya bakıyordum mişel;1
Trigram;bakıyordum mişel altı;1
Trigram;mişel altı kelime;1
Trigram;altı kelime türkçe;1
Trigram;kelime türkçe biliyorsa;1
Trigram;türkçe biliyorsa bunların;1
Trigram;biliyorsa bunların üçü;1
Trigram;bunların üçü mutlaka;1
Trigram;üçü mutlaka sevmek;1
Trigram;mutlaka sevmek sevgi;1
Trigram;sevmek sevgi sevda;1
Trigram;sevgi sevda gibi;1
Trigram;sevda gibi şeyler;1
Trigram;gibi şeyler olacaktı;1
Trigram;şeyler olacaktı maamafih;1
Trigram;olacaktı maamafih tahminimde;1
Trigram;maamafih tahminimde yanılmış;1
Trigram;tahminimde yanılmış olsam;1
Trigram;yanılmış olsam da;1
Trigram;olsam da her;1
Trigram;da her halde;1
Trigram;halde bir diksiyonere;1
Trigram;bir diksiyonere bakabilir;1
Trigram;diksiyonere bakabilir yahut;1
Trigram;bakabilir yahut da;1
Trigram;yahut da seviyorum;1
Trigram;da seviyorum ki;1
Trigram;seviyorum ki kelimesinin;1
Trigram;ki kelimesinin ne;1
Trigram;kelimesinin ne dehşetli;1
Trigram;ne dehşetli bir;1
Trigram;dehşetli bir mânası;1
Trigram;bir mânası olduğunu;1
Trigram;mânası olduğunu her;1
Trigram;olduğunu her hangi;1
Trigram;hangi bir türkçe;1
Trigram;bir türkçe bilenden;1
Trigram;türkçe bilenden öğrenebilirdi;1
Trigram;bilenden öğrenebilirdi yalnız;1
Trigram;öğrenebilirdi yalnız vaziyeti;1
Trigram;yalnız vaziyeti sade;1
Trigram;vaziyeti sade mişele;1
Trigram;sade mişele karşı;1
Trigram;mişele karşı değil;1
Trigram;karşı değil kâmrana;1
Trigram;değil kâmrana karşı;1
Trigram;kâmrana karşı da;1
Trigram;karşı da idare;1
Trigram;da idare etmek;1
Trigram;idare etmek lâzımdı;1
Trigram;etmek lâzımdı bu;1
Trigram;lâzımdı bu ikinci;1
Trigram;bu ikinci politikayı;1
Trigram;ikinci politikayı her;1
Trigram;politikayı her halde;1
Trigram;her halde becerememiş;1
Trigram;halde becerememiş olacağım;1
Trigram;becerememiş olacağım ki;1
Trigram;olacağım ki kâmran;1
Trigram;ki kâmran sözlerime;1
Trigram;kâmran sözlerime de;1
Trigram;sözlerime de jestime;1
Trigram;de jestime de;1
Trigram;jestime de gülmeğe;1
Trigram;de gülmeğe başladı;1
Trigram;gülmeğe başladı bu;1
Trigram;başladı bu nereden;1
Trigram;bu nereden esti;1
Trigram;nereden esti birdenbire;1
Trigram;esti birdenbire feride;1
Trigram;birdenbire feride dedi;1
Trigram;feride dedi nereden;1
Trigram;dedi nereden eserse;1
Trigram;nereden eserse essin;1
Trigram;eserse essin durulacak;1
Trigram;essin durulacak zaman;1
Trigram;durulacak zaman mı;1
Trigram;zaman mı aynı;1
Trigram;mı aynı ateşle;1
Trigram;aynı ateşle ne;1
Trigram;ateşle ne yapayım;1
Trigram;ne yapayım böyle;1
Trigram;yapayım böyle seviyorum;1
Trigram;böyle seviyorum işte;1
Trigram;seviyorum işte dedim;1
Trigram;işte dedim bana;1
Trigram;dedim bana bir;1
Trigram;bana bir şey;1
Trigram;bir şey vadedeceksin;1
Trigram;şey vadedeceksin eve;1
Trigram;vadedeceksin eve gider;1
Trigram;eve gider gitmez;1
Trigram;gider gitmez benim;1
Trigram;gitmez benim tarafımdan;1
Trigram;benim tarafımdan bu;1
Trigram;tarafımdan bu zavallı;1
Trigram;bu zavallı küçüğe;1
Trigram;zavallı küçüğe bir;1
Trigram;küçüğe bir suvenir;1
Trigram;bir suvenir olarakbir;1
Trigram;suvenir olarakbir suvenir;1
Trigram;olarakbir suvenir olarak;1
Trigram;suvenir olarak anlıyor;1
Trigram;olarak anlıyor musun;1
Trigram;anlıyor musun bir;1
Trigram;musun bir suvenir;1
Trigram;bir suvenir damur;1
Trigram;suvenir damur olarak;1
Trigram;damur olarak sütninenin;1
Trigram;olarak sütninenin torununa;1
Trigram;sütninenin torununa götürülmek;1
Trigram;torununa götürülmek üzere;1
Trigram;götürülmek üzere mişelin;1
Trigram;üzere mişelin gözü;1
Trigram;mişelin gözü önünde;1
Trigram;gözü önünde kâmrana;1
Trigram;önünde kâmrana bir;1
Trigram;kâmrana bir şeyler;1
Trigram;bir şeyler teslim;1
Trigram;şeyler teslim etmeyi;1
Trigram;teslim etmeyi ne;1
Trigram;etmeyi ne kadar;1
Trigram;ne kadar isterdim;1
Trigram;kadar isterdim fakat;1
Trigram;isterdim fakat ceplerimde;1
Trigram;fakat ceplerimde aksi;1
Trigram;ceplerimde aksi gibi;1
Trigram;aksi gibi akşam;1
Trigram;gibi akşam mütalâasında;1
Trigram;akşam mütalâasında uyuklıyan;1
Trigram;mütalâasında uyuklıyan ihtiyar;1
Trigram;uyuklıyan ihtiyar söre;1
Trigram;ihtiyar söre atılmak;1
Trigram;söre atılmak için;1
Trigram;atılmak için büküp;1
Trigram;için büküp hazırladığım;1
Trigram;büküp hazırladığım kâğıt;1
Trigram;hazırladığım kâğıt parçalarından;1
Trigram;kâğıt parçalarından başka;1
Trigram;parçalarından başka bir;1
Trigram;bir şey çıkmıyordu;1
Trigram;şey çıkmıyordu maamafih;1
Trigram;çıkmıyordu maamafih çaresizlik;1
Trigram;maamafih çaresizlik bana;1
Trigram;çaresizlik bana bunun;1
Trigram;bana bunun daha;1
Trigram;bunun daha iyisini;1
Trigram;daha iyisini ilham;1
Trigram;iyisini ilham etti;1
Trigram;ilham etti kâmranı;1
Trigram;etti kâmranı birdenbire;1
Trigram;kâmranı birdenbire ellerinden;1
Trigram;birdenbire ellerinden tuttum;1
Trigram;ellerinden tuttum kucağına;1
Trigram;tuttum kucağına atılacak;1
Trigram;kucağına atılacak gibi;1
Trigram;atılacak gibi bir;1
Trigram;gibi bir tavır;1
Trigram;bir tavır alarak;1
Trigram;tavır alarak bu;1
Trigram;alarak bu çocuğu;1
Trigram;bu çocuğu benim;1
Trigram;çocuğu benim tarafımdan;1
Trigram;benim tarafımdan kucağına;1
Trigram;tarafımdan kucağına alacaksın;1
Trigram;kucağına alacaksın dedim;1
Trigram;alacaksın dedim yanaklarını;1
Trigram;dedim yanaklarını gözlerini;1
Trigram;yanaklarını gözlerini tekrar;1
Trigram;gözlerini tekrar tekrar;1
Trigram;tekrar tekrar öpeceksin;1
Trigram;tekrar öpeceksin anlıyor;1
Trigram;öpeceksin anlıyor musun;1
Trigram;anlıyor musun bunu;1
Trigram;musun bunu bana;1
Trigram;bunu bana vadediyorsun;1
Trigram;bana vadediyorsun ya;1
Trigram;vadediyorsun ya kâmranla;1
Trigram;ya kâmranla âdeta;1
Trigram;kâmranla âdeta kucak;1
Trigram;âdeta kucak kucağa;1
Trigram;kucak kucağa gibiydik;1
Trigram;kucağa gibiydik nefeslerimiz;1
Trigram;gibiydik nefeslerimiz biribirine;1
Trigram;nefeslerimiz biribirine karışıyordu;1
Trigram;biribirine karışıyordu hiçbir;1
Trigram;karışıyordu hiçbir şeyden;1
Trigram;hiçbir şeyden haberi;1
Trigram;şeyden haberi olmıyan;1
Trigram;haberi olmıyan zavallı;1
Trigram;olmıyan zavallı kuzenim;1
Trigram;zavallı kuzenim bu;1
Trigram;kuzenim bu taşkınlığıma;1
Trigram;bu taşkınlığıma mâna;1
Trigram;taşkınlığıma mâna veremiyor;1
Trigram;mâna veremiyor şaşırıyordu;1
Trigram;veremiyor şaşırıyordu rol;1
Trigram;şaşırıyordu rol muvaffakiyetle;1
Trigram;rol muvaffakiyetle oynanıp;1
Trigram;muvaffakiyetle oynanıp bitmişti;1
Trigram;oynanıp bitmişti perde;1
Trigram;bitmişti perde artık;1
Trigram;perde artık kapanabilirdi;1
Trigram;artık kapanabilirdi kâmranın;1
Trigram;kapanabilirdi kâmranın ellerini;1
Trigram;kâmranın ellerini bırakarak;1
Trigram;ellerini bırakarak soluk;1
Trigram;bırakarak soluk soluğa;1
Trigram;soluk soluğa kendimi;1
Trigram;soluğa kendimi dışarı;1
Trigram;kendimi dışarı attım;1
Trigram;dışarı attım mişelin;1
Trigram;attım mişelin koridorda;1
Trigram;mişelin koridorda bana;1
Trigram;koridorda bana yetişerek;1
Trigram;bana yetişerek boynuma;1
Trigram;yetişerek boynuma sarılacağını;1
Trigram;boynuma sarılacağını biliyordum;1
Trigram;sarılacağını biliyordum etrafta;1
Trigram;biliyordum etrafta bir;1
Trigram;etrafta bir ses;1
Trigram;bir ses işitmeyince;1
Trigram;ses işitmeyince durdum;1
Trigram;işitmeyince durdum döndüm;1
Trigram;durdum döndüm yavaş;1
Trigram;döndüm yavaş yavaş;1
Trigram;yavaş yavaş levhalar;1
Trigram;yavaş levhalar odasının;1
Trigram;levhalar odasının kapısına;1
Trigram;odasının kapısına doğruldum;1
Trigram;kapısına doğruldum içeride;1
Trigram;doğruldum içeride bir;1
Trigram;içeride bir gürültü;1
Trigram;bir gürültü bir;1
Trigram;gürültü bir ses;1
Trigram;bir ses işitemeyince;1
Trigram;ses işitemeyince kapıyı;1
Trigram;işitemeyince kapıyı aralamaktan;1
Trigram;kapıyı aralamaktan kendimi;1
Trigram;aralamaktan kendimi alamadım;1
Trigram;kendimi alamadım ne;1
Trigram;alamadım ne göreyim;1
Trigram;ne göreyim arasıra;1
Trigram;göreyim arasıra bize;1
Trigram;arasıra bize müzik;1
Trigram;bize müzik dersi;1
Trigram;müzik dersi vermeğe;1
Trigram;dersi vermeğe gelen;1
Trigram;vermeğe gelen ihtiyar;1
Trigram;gelen ihtiyar frer;1
Trigram;ihtiyar frer kısavye;1
Trigram;frer kısavye değil;1
Trigram;kısavye değil mi;1
Trigram;değil mi titrek;1
Trigram;mi titrek ayaklariyle;1
Trigram;titrek ayaklariyle bir;1
Trigram;ayaklariyle bir iskemlenin;1
Trigram;bir iskemlenin üzerine;1
Trigram;iskemlenin üzerine çıkmış;1
Trigram;üzerine çıkmış bir;1
Trigram;çıkmış bir dolabın;1
Trigram;bir dolabın yukarı;1
Trigram;dolabın yukarı gözlerinde;1
Trigram;yukarı gözlerinde nota;1
Trigram;gözlerinde nota defterleri;1
Trigram;nota defterleri arıyor;1
Trigram;defterleri arıyor tüüü;1
Trigram;arıyor tüüü allah;1
Trigram;tüüü allah cezasını;1
Trigram;cezasını versin mişel;1
Trigram;versin mişel diye;1
Trigram;mişel diye bir;1
Trigram;diye bir vehme;1
Trigram;bir vehme kapılmışım;1
Trigram;vehme kapılmışım boş;1
Trigram;kapılmışım boş yere;1
Trigram;boş yere kendimi;1
Trigram;yere kendimi kâmrana;1
Trigram;kendimi kâmrana rezil;1
Trigram;kâmrana rezil etmişim;1
Trigram;rezil etmişim humma;1
Trigram;etmişim humma nöbeti;1
Trigram;humma nöbeti geçirenler;1
Trigram;nöbeti geçirenler gibi;1
Trigram;geçirenler gibi yüzümün;1
Trigram;gibi yüzümün ateş;1
Trigram;yüzümün ateş içinde;1
Trigram;ateş içinde yandığını;1
Trigram;içinde yandığını hissediyordum;1
Trigram;yandığını hissediyordum sınıfa;1
Trigram;hissediyordum sınıfa gideceğim;1
Trigram;sınıfa gideceğim yerde;1
Trigram;gideceğim yerde bahçeye;1
Trigram;yerde bahçeye çıktım;1
Trigram;bahçeye çıktım çeşmenin;1
Trigram;çıktım çeşmenin önüne;1
Trigram;çeşmenin önüne giderek;1
Trigram;önüne giderek musluğu;1
Trigram;giderek musluğu açtım;1
Trigram;musluğu açtım başımı;1
Trigram;açtım başımı altına;1
Trigram;başımı altına uzattım;1
Trigram;altına uzattım vücudumda;1
Trigram;uzattım vücudumda yanma;1
Trigram;vücudumda yanma ile;1
Trigram;yanma ile beraber;1
Trigram;ile beraber garip;1
Trigram;beraber garip bir;1
Trigram;garip bir titreme;1
Trigram;bir titreme de;1
Trigram;titreme de vardı;1
Trigram;de vardı musluğun;1
Trigram;vardı musluğun suları;1
Trigram;musluğun suları saçlarımdan;1
Trigram;suları saçlarımdan yüzümden;1
Trigram;saçlarımdan yüzümden akarak;1
Trigram;yüzümden akarak gömleğimin;1
Trigram;akarak gömleğimin içine;1
Trigram;gömleğimin içine süzülürken;1
Trigram;içine süzülürken düşünüyordum;1
Trigram;süzülürken düşünüyordum sevmek;1
Trigram;düşünüyordum sevmek denen;1
Trigram;sevmek denen şeyin;1
Trigram;denen şeyin rolü;1
Trigram;şeyin rolü bu;1
Trigram;rolü bu kadar;1
Trigram;bu kadar insanı;1
Trigram;kadar insanı yakıp;1
Trigram;insanı yakıp titretecek;1
Trigram;yakıp titretecek bir;1
Trigram;titretecek bir şey;1
Trigram;bir şey olursa;1
Trigram;şey olursa kendisi;1
Trigram;olursa kendisi kim;1
Trigram;kendisi kim bilir;1
Trigram;kim bilir neydi;1
Trigram;bilir neydi o;1
Trigram;neydi o sene;1
Trigram;o sene kâmran;1
Trigram;sene kâmran birçok;1
Trigram;kâmran birçok defalar;1
Trigram;birçok defalar mektebe;1
Trigram;defalar mektebe uğradı;1
Trigram;mektebe uğradı o;1
Trigram;uğradı o kadar;1
Trigram;kadar çok ki;1
Trigram;çok ki her;1
Trigram;ki her kapı;1
Trigram;her kapı açılışında;1
Trigram;kapı açılışında beni;1
Trigram;açılışında beni parluvara;1
Trigram;beni parluvara çağırmağa;1
Trigram;parluvara çağırmağa geliyorlarmış;1
Trigram;çağırmağa geliyorlarmış gibi;1
Trigram;geliyorlarmış gibi yüreğim;1
Trigram;gibi yüreğim hopluyorudu;1
Trigram;yüreğim hopluyorudu bütün;1
Trigram;hopluyorudu bütün sınıf;1
Trigram;bütün sınıf onun;1
Trigram;sınıf onun bana;1
Trigram;onun bana getirdiği;1
Trigram;bana getirdiği şokolalar;1
Trigram;getirdiği şokolalar kurabiyeler;1
Trigram;şokolalar kurabiyeler pastalarla;1
Trigram;kurabiyeler pastalarla geçindi;1
Trigram;pastalarla geçindi diyebilirim;1
Trigram;geçindi diyebilirim çalışkanlığı;1
Trigram;diyebilirim çalışkanlığı kadar;1
Trigram;çalışkanlığı kadar oburluğu;1
Trigram;kadar oburluğu ile;1
Trigram;oburluğu ile de;1
Trigram;ile de meşhur;1
Trigram;de meşhur sınıf;1
Trigram;meşhur sınıf arkadaşlarımdan;1
Trigram;sınıf arkadaşlarımdan mari;1
Trigram;arkadaşlarımdan mari pırlantacıyan;1
Trigram;mari pırlantacıyan şekerlerimi;1
Trigram;pırlantacıyan şekerlerimi iri;1
Trigram;şekerlerimi iri beyaz;1
Trigram;iri beyaz dişleriyle;1
Trigram;beyaz dişleriyle yerken;1
Trigram;dişleriyle yerken gizlemeğe;1
Trigram;yerken gizlemeğe muvaffak;1
Trigram;gizlemeğe muvaffak olamadığı;1
Trigram;muvaffak olamadığı bir;1
Trigram;olamadığı bir haset;1
Trigram;bir haset ve;1
Trigram;haset ve hayranlıkla;1
Trigram;ve hayranlıkla flörtünün;1
Trigram;hayranlıkla flörtünün bu;1
Trigram;flörtünün bu kadar;1
Trigram;kadar güzel şeyler;1
Trigram;güzel şeyler getirmesi;1
Trigram;şeyler getirmesi için;1
Trigram;getirmesi için seni;1
Trigram;için seni ne;1
Trigram;seni ne kadar;1
Trigram;kadar çok sevmesi;1
Trigram;çok sevmesi lâzım;1
Trigram;sevmesi lâzım diyordu;1
Trigram;lâzım diyordu maamafih;1
Trigram;diyordu maamafih bu;1
Trigram;maamafih bu masal;1
Trigram;bu masal artık;1
Trigram;masal artık bana;1
Trigram;artık bana bezginlik;1
Trigram;bana bezginlik vermeğe;1
Trigram;bezginlik vermeğe başlıyordu;1
Trigram;vermeğe başlıyordu bazan;1
Trigram;başlıyordu bazan kendi;1
Trigram;bazan kendi kendime;1
Trigram;kendi kendime düşünüyordum;1
Trigram;kendime düşünüyordum geveze;1
Trigram;düşünüyordum geveze bir;1
Trigram;geveze bir çocuğa;1
Trigram;bir çocuğa sükût;1
Trigram;çocuğa sükût hakkı;1
Trigram;sükût hakkı diye;1
Trigram;hakkı diye getirilen;1
Trigram;diye getirilen bu;1
Trigram;getirilen bu şeyleri;1
Trigram;bu şeyleri benim;1
Trigram;şeyleri benim arkadaşlarıma;1
Trigram;benim arkadaşlarıma başka;1
Trigram;arkadaşlarıma başka türlü;1
Trigram;başka türlü göstermem;1
Trigram;türlü göstermem namussuzluk;1
Trigram;göstermem namussuzluk değil;1
Trigram;namussuzluk değil miydi;1
Trigram;değil miydi hem;1
Trigram;miydi hem kâmran;1
Trigram;hem kâmran niçin;1
Trigram;kâmran niçin bu;1
Trigram;niçin bu kadar;1
Trigram;bu kadar sık;1
Trigram;kadar sık mektebe;1
Trigram;sık mektebe geliyordu;1
Trigram;mektebe geliyordu her;1
Trigram;geliyordu her defasında;1
Trigram;her defasında şu;1
Trigram;defasında şu taraflarda;1
Trigram;şu taraflarda oturan;1
Trigram;taraflarda oturan bir;1
Trigram;oturan bir hasta;1
Trigram;bir hasta arkadaşımı;1
Trigram;hasta arkadaşımı yoklamağa;1
Trigram;arkadaşımı yoklamağa geldim;1
Trigram;yoklamağa geldim de;1
Trigram;geldim de taksim;1
Trigram;de taksim bahçesinde;1
Trigram;taksim bahçesinde biraz;1
Trigram;bahçesinde biraz çalgı;1
Trigram;biraz çalgı dinlemek;1
Trigram;çalgı dinlemek istedim;1
Trigram;dinlemek istedim de;1
Trigram;istedim de gibi;1
Trigram;de gibi sebepler;1
Trigram;gibi sebepler söylüyordu;1
Trigram;sebepler söylüyordu hiçbir;1
Trigram;söylüyordu hiçbir şey;1
